,Candidate Id,Candidate Name,Candidate Office,Candidate Office State,Candidate Office District,Candidate Party Affiliation,Candidate Incumbent Challenger Open Seat,Net Contribution,Net Operating Expenditure,Winner_binary,Cash on Hand Beginning of Period,Cash on Hand Close of Period,Individual Itemized Contribution,Individual Unitemized Contribution,Individual Contribution,Electorate,rank_netExpenditure,rank_UnItemizedContribution,rank_ItemizedContribution
278,H6NH01230,"SHEA-PORTER, CAROL",H,NH,1.0,DEM,CHALLENGER,1297001.34,1016598.5,1,20631.63,292100.54,604948.77,297876.27,902825.04,NH-1.0,3.0,1.0,1.0
743,H0NH01225,"ASHOOH, RICHARD E",H,NH,1.0,REP,CHALLENGER,268175.22,267764.13,0,1301.86,443.91,297000.0,12575.22,309575.22,NH-1.0,4.0,4.0,3.0
847,H4NH01219,"INNIS, DANIEL E",H,NH,1.0,REP,CHALLENGER,156216.35,155984.14,0,1297.79,0.0,199760.0,12041.64,211801.64,NH-1.0,5.0,5.0,4.0
955,H6NH01297,"TUCKER, PAMELA Z",H,NH,1.0,REP,CHALLENGER,2505.55,26915.26,0,0.0,590.29,66020.0,7690.55,73710.55,NH-1.0,6.0,6.0,6.0
1200,H6NH01289,"GRADERT, JAMIESON HALE",H,NH,1.0,REP,CHALLENGER,190.0,179.82,0,0.0,10.18,0.0,0.0,0.0,NH-1.0,7.0,7.0,7.0
236,H0NH02181,"KUSTER, ANN MCLANE",H,NH,2.0,DEM,INCUMBENT,3008526.15,1580318.9,1,30194.38,1307811.09,1609549.72,283538.64,1893088.36,NH-2.0,1.0,1.0,1.0
553,H6NH02238,"LAWRENCE, JIM",H,NH,2.0,REP,CHALLENGER,69672.61,59039.75,0,0.0,21632.86,61891.61,6781.0,68672.61,NH-2.0,2.0,2.0,2.0
804,H6NH02162,"FLANAGAN, JACK",H,NH,2.0,REP,CHALLENGER,37875.5,57875.5,0,0.0,0.0,35650.0,4925.5,40575.5,NH-2.0,3.0,3.0,3.0
222,H4NJ01084,"NORCROSS, DONALD W",H,NJ,1.0,DEM,INCUMBENT,2027675.6,1851705.17,1,25920.04,286747.79,1191899.56,18771.23,1210670.79,NJ-1.0,1.0,2.0,1.0
612,H6NJ01204,"PATTERSON, ROBERT W.",H,NJ,1.0,REP,CHALLENGER,171661.93,152882.55,0,0.0,35479.38,160305.63,9156.3,169461.93,NJ-1.0,2.0,3.0,2.0
862,H6NJ01188,"LAW, ALEXANDER",H,NJ,1.0,DEM,CHALLENGER,74917.98,81319.55,0,1496.96,230.96,30318.0,43599.98,73917.98,NJ-1.0,3.0,1.0,3.0
266,H2NJ02037,"LOBIONDO, FRANK A.",H,NJ,2.0,REP,INCUMBENT,1448868.51,1065626.37,1,393160.22,706664.61,375563.21,20498.18,396061.39,NJ-2.0,1.0,2.0,1.0
459,H4NJ02157,"COLE, DAVID HAGERTY",H,NJ,2.0,DEM,CHALLENGER,79323.26,100411.84,0,0.0,10499.13,47828.03,28510.1,76338.13,NJ-2.0,2.0,1.0,2.0
391,H6NJ02194,"KEENAN, JAMES JR",H,NJ,2.0,NPA,CHALLENGER,202.48,202.48,0,0.0,0.0,0.0,0.0,0.0,NJ-2.0,3.0,3.0,3.0
226,H4NJ03130,"MACARTHUR, THOMAS",H,NJ,3.0,REP,INCUMBENT,1573734.23,1253462.23,1,4385.97,201787.4,715393.16,35921.82,751314.98,NJ-3.0,1.0,1.0,1.0
851,H6NJ03143,"KEADY, JIM",H,NJ,3.0,DEM,CHALLENGER,59778.22,72078.19,0,0.0,1700.03,39042.0,22086.22,61128.22,NJ-3.0,2.0,2.0,2.0
114,H8NJ04014,"SMITH, CHRISTOPHER H",H,NJ,4.0,REP,INCUMBENT,528738.32,370145.34,1,208995.79,291586.95,239706.62,89022.92,328729.54,NJ-4.0,1.0,1.0,1.0
618,H6NJ04158,"PHILLIPSON, LORNA",H,NJ,4.0,DEM,CHALLENGER,241504.16,191689.68,0,0.0,59162.57,232130.0,9374.16,241504.16,NJ-4.0,2.0,2.0,2.0
1270,H8NJ05052,"GARRETT, SCOTT REP.",H,NJ,5.0,REP,INCUMBENT,2044613.67,2966819.59,0,1981421.9,1037495.23,1166696.9,252988.96,1419685.86,NJ-5.0,1.0,1.0,2.0
293,H6NJ05171,"GOTTHEIMER, JOSH",H,NJ,5.0,DEM,CHALLENGER,4274992.36,2316322.09,1,0.0,1959870.27,3522753.93,244205.33,3766959.26,NJ-5.0,2.0,2.0,1.0
779,H2NJ05261,"CINO, MICHAEL J.",H,NJ,5.0,REP,CHALLENGER,1866.0,13543.0,0,20.0,56.0,1762.0,154.0,0.0,NJ-5.0,3.0,3.0,3.0
304,H8NJ03073,"PALLONE, FRANK JR",H,NJ,6.0,DEM,INCUMBENT,2216459.28,952300.46,1,504059.6,1396597.62,717664.65,17424.5,735089.15,NJ-6.0,1.0,1.0,1.0
661,H6NJ06229,"SONNEK-SCHMELZ, BRENT J",H,NJ,6.0,REP,CHALLENGER,67274.45,60860.12,0,0.0,6414.33,59225.86,7189.54,66415.4,NJ-6.0,2.0,2.0,2.0
1134,H2NJ07168,"CHOI, JUN",H,NJ,6.0,DEM,CHALLENGER,1000.0,3527.36,0,52777.36,0.0,1000.0,0.0,1000.0,NJ-6.0,3.0,3.0,3.0
203,H6NJ12136,"LANCE, LEONARD",H,NJ,7.0,REP,INCUMBENT,1027145.54,958340.3,1,318474.65,317061.89,315443.18,57349.43,372792.61,NJ-7.0,1.0,1.0,1.0
860,H6NJ07169,"LARSEN, DAVID MR.",H,NJ,7.0,REP,CHALLENGER,34039.36,187360.76,0,0.0,83669.8,27061.53,10874.23,37935.76,NJ-7.0,2.0,3.0,3.0
529,H6NJ07151,"JACOB, PETER MR.",H,NJ,7.0,DEM,CHALLENGER,139891.81,63716.72,0,0.0,75547.36,89404.0,48488.95,137892.95,NJ-7.0,3.0,2.0,2.0
836,H6NJ07177,"HEARD, CRAIG P.",H,NJ,7.0,REP,CHALLENGER,22739.9,29532.34,0,0.0,1207.56,19539.9,3200.0,22739.9,NJ-7.0,4.0,4.0,4.0
1113,H6NJ07144,"COOK, YORK",H,NJ,7.0,REP,CHALLENGER,1628.75,1628.75,0,0.0,0.0,5550.0,865.0,6415.0,NJ-7.0,5.0,5.0,5.0
350,H6NJ13191,"SIRES, ALBIO",H,NJ,8.0,DEM,INCUMBENT,493110.06,342832.39,1,237536.69,345888.64,175012.2,1200.57,176212.77,NJ-8.0,1.0,2.0,1.0
1104,H6NJ08159,"DELGADO, ELOY JAVIER MR.",H,NJ,8.0,DEM,CHALLENGER,8385.49,11047.49,0,0.0,3724.59,1850.0,6535.49,8385.49,NJ-8.0,2.0,1.0,2.0
301,H6NJ08118,"PASCRELL, WILLIAM J. HON.",H,NJ,9.0,DEM,INCUMBENT,1603705.39,740704.28,1,961742.88,1496339.62,714806.06,17021.13,731827.19,NJ-9.0,1.0,1.0,1.0
449,H6NJ09231,"CASTILLO, HECTOR DR.",H,NJ,9.0,REP,CHALLENGER,51500.18,50125.99,0,0.0,1374.19,14250.18,0.0,14250.18,NJ-9.0,2.0,2.5,3.0
965,H4NJ09095,"WILDES, MICHAEL",H,NJ,9.0,DEM,CHALLENGER,16700.0,2624.0,0,714909.36,752999.9,16700.0,0.0,16700.0,NJ-9.0,3.0,2.5,2.0
213,H2NJ10154,"PAYNE, DONALD M., JR.",H,NJ,10.0,DEM,INCUMBENT,498230.08,386122.77,1,30620.59,118441.88,123700.0,10725.24,134425.24,NJ-10.0,1.0,1.0,1.0
176,H2NJ05014,"FRELINGHUYSEN, RODNEY P.",H,NJ,11.0,REP,INCUMBENT,1834019.94,907249.19,1,147761.58,657510.47,912624.0,68088.0,980712.0,NJ-11.0,1.0,1.0,1.0
956,H4NJ11109,"VAN GLAHN, RICHARD EDWARD",H,NJ,11.0,REP,CHALLENGER,31230.0,31004.0,0,0.0,0.0,24050.0,7080.0,31230.0,NJ-11.0,2.0,2.0,2.0
1055,H6NJ11120,"MCFARLANE, RICHARD",H,NJ,11.0,DEM,CHALLENGER,541.03,192.17,0,0.0,0.0,500.0,41.03,541.03,NJ-11.0,3.0,3.0,3.0
276,H4NJ12149,"COLEMAN, BONNIE WATSON",H,NJ,12.0,DEM,INCUMBENT,1037707.27,628766.24,1,7644.46,365076.84,446320.76,91848.62,538169.38,NJ-12.0,1.0,1.0,1.0
218,H8NM01257,"LUJAN GRISHAM, MICHELLE",H,NM,1.0,DEM,INCUMBENT,1691081.88,1207357.16,1,183452.74,217828.66,864713.16,93599.73,958312.89,NM-1.0,1.0,1.0,1.0
323,H2NM02126,"PEARCE, STEVAN E.",H,NM,2.0,REP,INCUMBENT,1784800.32,720939.72,1,387752.44,1333413.04,1269322.72,76465.5,1345788.22,NM-2.0,1.0,1.0,1.0
662,H6NM02101,"SOULES, MERRIE LEE MS.",H,NM,2.0,DEM,CHALLENGER,177824.89,276223.49,0,6169.51,8228.03,132703.67,40221.22,172924.89,NM-2.0,2.0,2.0,2.0
265,H8NM03196,"LUJAN, BEN R MR.",H,NM,3.0,DEM,INCUMBENT,1999636.65,1081461.16,1,536686.15,928564.73,571430.04,73851.74,645281.78,NM-3.0,1.0,1.0,1.0
636,H6NM03067,"ROMERO, MICHAEL H",H,NM,3.0,REP,CHALLENGER,61663.73,86081.53,0,0.0,6244.1,45452.75,11625.0,57077.75,NM-3.0,2.0,2.0,2.0
1109,H6NM03075,"LUCERO, MICHAEL GLENN",H,NM,3.0,REP,CHALLENGER,9614.0,5853.49,0,0.0,3760.51,7400.0,2214.0,9614.0,NM-3.0,3.0,3.0,3.0
357,H8NV03036,"TITUS, DINA",H,NV,1.0,DEM,INCUMBENT,876315.33,491031.21,1,128448.5,278074.62,394435.2,22105.71,416540.91,NV-1.0,1.0,1.0,1.0
720,H6NV01224,"HORNE, FREDDY A",H,NV,1.0,REP,CHALLENGER,40466.28,72526.27,0,0.0,0.0,40246.28,220.0,40466.28,NV-1.0,2.0,4.0,2.0
614,H6NV01208,"PERRY, MARY D",H,NV,1.0,REP,CHALLENGER,7385.69,28469.79,0,0.0,2100.08,4170.69,2715.0,6885.69,NV-1.0,3.0,3.0,4.0
467,H6NV01232,"D'SILVA, REUBEN",H,NV,1.0,NON,CHALLENGER,23690.03,22038.17,0,0.0,1007.06,9835.0,8812.03,18647.03,NV-1.0,4.0,2.0,3.0
210,H2NV02395,"AMODEI, MARK EUGENE",H,NV,2.0,REP,INCUMBENT,776757.65,701021.11,1,195378.4,212014.94,387907.94,15075.0,402982.94,NV-2.0,1.0,2.0,1.0
489,H6NV02248,"EVANS, HUGH D MR JR",H,NV,2.0,DEM,CHALLENGER,181729.74,159914.37,0,0.0,24563.14,81134.68,50870.06,132004.74,NV-2.0,2.0,1.0,2.0
1022,H4NV02136,"ALM, VANCE STEVEN",H,NV,2.0,DEM,CHALLENGER,10791.45,7219.69,0,0.0,17.61,8611.86,1066.0,9677.86,NV-2.0,3.0,4.0,3.0
929,H6NV02255,"SHEPHERD, RICK",H,NV,2.0,DEM,CHALLENGER,8751.29,6769.62,0,1298.65,4468.56,2450.0,1844.09,4294.09,NV-2.0,4.0,3.0,4.0
1434,H2NV04045,"TARKANIAN, DANNY",H,NV,3.0,REP,OPEN,1603300.89,1446605.89,0,0.0,259237.11,1297940.54,38323.63,1336264.17,NV-3.0,1.0,3.0,1.0
316,H6NV03139,"ROSEN, JACKY",H,NV,3.0,DEM,OPEN,1286460.02,1145111.27,1,0.0,153092.29,772457.53,127094.26,899551.79,NV-3.0,2.0,2.0,2.0
1572,H6NV03063,"ROBERSON, MICHAEL",H,NV,3.0,REP,OPEN,829085.26,829085.26,0,0.0,0.0,766669.35,11783.65,778453.0,NV-3.0,3.0,6.0,3.0
1487,H6NV03105,"FIORE, MICHELE",H,NV,3.0,REP,OPEN,428117.08,420995.96,0,0.0,7121.12,113127.0,320790.08,433917.08,NV-3.0,4.0,1.0,6.0
1538,H6NV03071,"MATTHEWS, ANDREW",H,NV,3.0,REP,OPEN,233800.62,253055.38,0,0.0,32.32,207592.62,26876.0,234468.62,NV-3.0,5.0,4.0,5.0
1644,H6NV03089,"SBAIH, JESSE",H,NV,3.0,DEM,OPEN,238181.88,233595.88,0,0.0,0.0,209565.0,11313.77,220878.77,NV-3.0,6.0,7.0,4.0
1599,H4NV01153,"TEIJEIRO, ANNETTE",H,NV,3.0,REP,OPEN,46457.67,46779.68,0,-6393.23,97636.08,25220.48,16131.08,41351.56,NV-3.0,7.0,5.0,7.0
1662,H6NV03121,"BOWERS, KERRY DALE",H,NV,3.0,REP,OPEN,23463.21,23449.21,0,0.0,-455.86,0.0,0.0,0.0,NV-3.0,8.0,9.0,9.0
1589,H6NV03147,"SINGER, ALEX CHANNING",H,NV,3.0,DEM,OPEN,4864.97,3559.88,0,0.0,878.24,500.0,4364.97,4864.97,NV-3.0,9.0,8.0,8.0
344,H2NV00050,"KIHUEN, RUBEN",H,NV,4.0,DEM,CHALLENGER,1841699.38,1807548.55,1,6654.37,50809.5,1208985.93,180020.16,1389006.09,NV-4.0,1.0,2.0,1.0
1276,H4NV04017,"HARDY, CRESENT",H,NV,4.0,REP,INCUMBENT,1612094.24,1613271.47,0,62864.02,146907.71,806004.69,30339.55,836344.24,NV-4.0,2.0,4.0,3.0
865,H6NV04020,"LEE, SUSIE",H,NV,4.0,DEM,CHALLENGER,840799.16,1492159.89,0,0.0,0.0,916630.41,32922.47,949552.88,NV-4.0,3.0,3.0,2.0
805,H6NV04012,"FLORES, LUCY",H,NV,4.0,DEM,CHALLENGER,1098897.23,1079959.35,0,0.0,327.88,338794.43,736845.8,1075640.23,NV-4.0,4.0,1.0,4.0
1150,H6NV04038,"OCEGUERA, JOHN",H,NV,4.0,DEM,CHALLENGER,186892.59,186892.59,0,0.0,0.0,201709.69,25162.9,226872.59,NV-4.0,5.0,5.0,5.0
920,H6NV04046,"ROLLE, DANIEL",H,NV,4.0,DEM,CHALLENGER,6036.33,7642.86,0,0.0,-1375.81,1500.0,3461.36,4961.36,NV-4.0,6.0,6.0,6.0
684,H6NY01126,"THRONE-HOLST, ANNA",H,NY,1.0,DEM,CHALLENGER,3489273.31,2981861.99,0,0.0,519194.43,2712933.62,421791.03,3134724.65,NY-1.0,1.0,1.0,1.0
235,H8NY01148,"ZELDIN, LEE M",H,NY,1.0,REP,INCUMBENT,3925792.44,2618421.22,1,46808.46,1584121.12,2329829.16,360641.0,2690470.16,NY-1.0,2.0,2.0,2.0
442,H6NY01118,"CALONE, DAVID L",H,NY,1.0,OTH,CHALLENGER,1399490.63,1456658.02,0,0.0,190786.24,1252210.14,70397.66,1322607.8,NY-1.0,3.0,3.0,3.0
245,H2NY03089,"KING, PETER T. HON.",H,NY,2.0,REP,INCUMBENT,942462.0,596943.58,1,2911844.81,2984666.37,413694.0,77268.0,490962.0,NY-2.0,1.0,2.0,1.0
508,H6NY02124,"GREGORY, DUWAYNE",H,NY,2.0,DEM,CHALLENGER,353349.21,322168.33,0,0.0,31180.88,192996.78,85723.55,278720.33,NY-2.0,2.0,1.0,2.0
294,H6NY03247,"SUOZZI, THOMAS",H,NY,3.0,DEM,OPEN,2081614.81,1765203.91,1,0.0,329213.53,1768679.5,57735.31,1826414.81,NY-3.0,1.0,1.0,1.0
1403,H6NY03197,"MARTINS, JACK",H,NY,3.0,REP,OPEN,1003633.05,758725.65,0,0.0,253935.46,723472.62,51910.43,775383.05,NY-3.0,2.0,2.0,2.0
1516,H6NY03205,"KAPLAN, ANNA",H,NY,3.0,DEM,OPEN,395893.0,748774.21,0,0.0,0.0,438051.0,12942.0,450993.0,NY-3.0,3.0,4.0,4.0
1633,H6NY03221,"STERN, STEVEN",H,NY,3.0,DEM,OPEN,525546.99,707304.16,0,0.0,0.0,562070.68,14826.31,576896.99,NY-3.0,4.0,3.0,3.0
1515,H6NY03254,"KAIMAN, JON",H,NY,3.0,DEM,OPEN,440328.45,440164.98,0,0.0,163.47,432328.45,0.0,432328.45,NY-3.0,5.0,7.0,5.0
1565,H6NY03262,"PIDOT, PHILIP MARTIN",H,NY,3.0,REP,OPEN,124108.03,144110.22,0,0.0,0.0,119775.0,8005.0,127780.0,NY-3.0,6.0,5.0,6.0
1673,H6NY03189,"LUPINACCI, CHAD ANTHONY",H,NY,3.0,REP,OPEN,1320.0,2457.3,0,0.0,0.0,1900.0,420.0,2320.0,NY-3.0,7.0,6.0,7.0
238,H4NY04075,"RICE, KATHLEEN",H,NY,4.0,DEM,INCUMBENT,1904198.6,1388529.94,1,28954.67,644466.63,1279066.33,69416.91,1348483.24,NY-4.0,1.0,1.0,1.0
1386,H6NY03171,"GURFEIN, DAVID MR.",H,NY,4.0,REP,OPEN,430809.76,315001.98,0,0.0,115807.78,406386.79,20253.99,426640.78,NY-4.0,2.0,2.0,2.0
1172,H0NY04099,"BECKER, FRANCIS X. JR.",H,NY,4.0,REP,CHALLENGER,0.0,550.35,0,1163.47,613.12,0.0,0.0,0.0,NY-4.0,3.0,3.0,3.0
204,H8NY06048,"MEEKS, GREGORY W.",H,NY,5.0,DEM,INCUMBENT,907507.38,835060.58,1,165427.26,149803.82,199127.38,5580.0,204707.38,NY-5.0,1.0,3.0,1.0
1058,H6NY05069,"MIRZA, ALI A",H,NY,5.0,DEM,CHALLENGER,67686.24,39407.6,0,0.0,22167.2,58692.0,8994.24,67686.24,NY-5.0,2.0,1.0,2.0
605,H6NY05077,"O'REILLY, MICHAEL",H,NY,5.0,REP,CHALLENGER,41638.0,29464.41,0,0.0,12173.59,21245.0,8538.0,29783.0,NY-5.0,3.0,2.0,4.0
923,H6NY05051,"SANDERS, JAMES JR",H,NY,5.0,DEM,CHALLENGER,51254.0,17177.2,0,0.0,31437.3,56951.0,1303.0,58254.0,NY-5.0,4.0,4.0,3.0
348,H2NY06116,"MENG, GRACE",H,NY,6.0,DEM,INCUMBENT,1054274.65,480782.02,1,639755.72,998643.76,767892.85,39609.58,807502.43,NY-6.0,1.0,1.0,1.0
285,H2NY00010,"VELAZQUEZ, NYDIA M",H,NY,7.0,DEM,INCUMBENT,720083.8,659568.83,1,239719.87,61779.84,281775.0,18858.8,300633.8,NY-7.0,1.0,1.0,2.0
866,H6NY07149,"LEE, YUNGMAN F",H,NY,7.0,DEM,CHALLENGER,416868.27,416868.27,0,0.0,0.0,404886.0,11982.27,416868.27,NY-7.0,2.0,2.0,1.0
1281,H2NY10092,"JEFFRIES, HAKEEM",H,NY,8.0,DEM,INCUMBENT,1233403.06,489291.63,1,508364.19,1053270.73,695298.4,16049.74,711348.14,NY-8.0,1.0,1.0,1.0
1259,H4NY11138,"CLARKE, YVETTE D",H,NY,9.0,DEM,INCUMBENT,584363.81,423248.28,1,118938.41,142203.94,119120.0,26829.27,145949.27,NY-9.0,1.0,1.0,1.0
257,H2NY17071,"NADLER, JERROLD L. MR.",H,NY,10.0,DEM,INCUMBENT,1574298.71,972474.88,1,321502.57,744131.8,1038928.0,35050.68,1073978.68,NY-10.0,1.0,1.0,1.0
921,H6NY10127,"ROSENBERG, MIKHAIL OLIVER",H,NY,10.0,DEM,CHALLENGER,77509.88,429089.36,0,0.0,120.52,55706.0,6801.88,62507.88,NY-10.0,2.0,2.0,2.0
638,H6NY10119,"ROSENTHAL, PHILIP JEFFREY DR.",H,NY,10.0,REP,CHALLENGER,37050.63,47125.9,0,0.0,22935.62,31145.48,5090.76,36236.24,NY-10.0,3.0,3.0,3.0
1023,H6NY10135,"ITKIS, MIKHAIL",H,NY,10.0,NPA,CHALLENGER,2100.0,321.68,0,0.0,1778.32,0.0,0.0,0.0,NY-10.0,4.0,4.0,4.0
334,H6NY11174,"DONOVAN, DAN",H,NY,11.0,REP,INCUMBENT,1789879.49,1460930.13,1,0.0,393437.54,958198.12,93623.18,1051821.3,NY-11.0,1.0,1.0,1.0
1751,H6NY11190,"GENTILE, VINCENT",H,NY,11.0,DEM,OPEN,249043.5,249043.5,0,0.0,0.0,148125.0,48268.5,196393.5,NY-11.0,2.0,2.0,2.0
1793,H6NY11182,"LANE, JAMES",H,NY,11.0,GRE,OPEN,14241.0,13356.89,0,0.0,257.89,4400.0,8489.0,12889.0,NY-11.0,3.0,4.0,4.0
632,H6NY11216,"REICHARD, RICHARD",H,NY,11.0,DEM,CHALLENGER,28731.08,12048.09,0,0.0,16682.99,12475.0,11056.08,23531.08,NY-11.0,4.0,3.0,3.0
71,H2NY14037,"MALONEY, CAROLYN B.",H,NY,12.0,DEM,INCUMBENT,1544719.68,1450447.49,1,476951.06,571223.25,771882.48,53839.32,825721.8,NY-12.0,1.0,1.0,1.0
1176,H6NY12123,"EISENBACH, DAVID",H,NY,12.0,DEM,CHALLENGER,8610.0,14500.0,0,0.0,1610.0,8400.0,210.0,8610.0,NY-12.0,2.0,2.0,2.0
719,H6NY12131,"LINDNER, PETE",H,NY,12.0,DEM,CHALLENGER,2600.0,7330.86,0,0.0,-13884.02,2600.0,0.0,2600.0,NY-12.0,3.0,3.0,3.0
1619,H6NY13105,"WRIGHT, KEITH L T",H,NY,13.0,DEM,OPEN,937197.88,871262.83,0,0.0,65485.05,764862.89,65679.99,830542.88,NY-13.0,1.0,2.0,1.0
192,H2NY13096,"ESPAILLAT, ADRIANO",H,NY,13.0,DEM,OPEN,742839.01,597941.21,1,6871.21,144955.01,574477.98,32716.03,607194.01,NY-13.0,2.0,3.0,2.0
1438,H2NY15109,"WILLIAMS, CLYDE EDWARD JR",H,NY,13.0,DEM,OPEN,471351.27,471351.27,0,0.0,0.0,493826.5,20399.77,514226.27,NY-13.0,3.0,5.0,3.0
1469,H6NY13113,"COOK, SUZAN JOHNSON",H,NY,13.0,DEM,OPEN,249858.48,308162.99,0,0.0,0.0,166354.99,88317.89,254672.88,NY-13.0,4.0,1.0,4.0
1566,H4NY15071,"POWELL, ADAM CLAYTON IV",H,NY,13.0,DEM,OPEN,169074.18,198010.61,0,25797.9,25405.29,143807.51,23366.67,167174.18,NY-13.0,5.0,4.0,5.0
1495,H6NY13097,"GALLAGHER, MICHAEL",H,NY,13.0,DEM,OPEN,53764.09,63828.31,0,0.0,6938.95,42842.81,5521.28,48364.09,NY-13.0,6.0,6.0,6.0
1621,H6NY13121,"PERKINS, BILL",H,NY,13.0,DEM,OPEN,15795.49,15795.49,0,0.0,0.0,10060.0,5486.88,15546.88,NY-13.0,7.0,7.0,7.0
1486,H6NY13170,"FENSTERMAKER, SCOTT LLOYD MR.",H,NY,13.0,,OPEN,4180.0,14082.5,0,3712.09,6515.77,3550.0,630.0,4180.0,NY-13.0,8.0,8.0,8.0
331,H8NY07046,"CROWLEY, JOSEPH",H,NY,14.0,DEM,INCUMBENT,2224738.92,2114509.35,1,1233425.45,1241002.12,642982.0,24408.83,667390.83,NY-14.0,1.0,1.0,1.0
663,H6NY14244,"SPOTORNO, FRANK",H,NY,14.0,REP,CHALLENGER,10400.0,83145.56,0,0.0,56054.2,7950.0,800.0,8750.0,NY-14.0,2.0,2.0,2.0
306,H0NY18065,"SERRANO, JOSE E.",H,NY,15.0,DEM,INCUMBENT,248391.93,215071.81,1,43001.87,42627.41,65600.51,3591.42,69191.93,NY-15.0,1.0,1.0,1.0
1266,H8NY19058,"ENGEL, ELIOT L. REP.",H,NY,16.0,DEM,INCUMBENT,1452293.8,725323.89,1,273986.6,680756.51,1002796.0,6040.27,1008836.27,NY-16.0,1.0,1.0,1.0
1049,H6NY16132,"LAWRENCE, DERICKSON K",H,NY,16.0,DEM,CHALLENGER,34460.09,14759.89,0,7997.0,11422.15,1500.0,344.0,1844.0,NY-16.0,2.0,2.0,2.0
1288,H8NY20056,"LOWEY, NITA M",H,NY,17.0,DEM,INCUMBENT,1666161.86,713186.44,1,219372.22,725535.11,1182726.94,33484.92,1216211.86,NY-17.0,1.0,1.0,1.0
311,H2NY22139,"MALONEY, SEAN PATRICK",H,NY,18.0,DEM,INCUMBENT,3428471.93,1418739.26,1,105742.61,2132657.71,2204680.36,140361.74,2345042.1,NY-18.0,1.0,1.0,1.0
606,H6NY18203,"OLIVA JR, PHIL",H,NY,18.0,REP,CHALLENGER,204197.06,169277.95,0,0.0,34919.96,172268.9,19508.16,191777.06,NY-18.0,2.0,3.0,2.0
768,H6NY18161,"BROWN, SAKIMA",H,NY,18.0,REP,CHALLENGER,133711.96,117906.78,0,0.0,14579.57,42864.0,90398.24,133262.24,NY-18.0,3.0,2.0,3.0
792,H6NY18195,"DEL VECCHIO, KENNETH",H,NY,18.0,REP,CHALLENGER,17705.0,64324.53,0,0.0,-6.68,9289.0,6731.0,16020.0,NY-18.0,4.0,5.0,5.0
1118,H6NY18211,"LANGE, JOHN RICHARD",H,NY,18.0,REP,CHALLENGER,39439.59,39439.76,0,0.0,0.0,27726.0,9233.06,36959.06,NY-18.0,5.0,4.0,4.0
939,H6NY18187,"SPAMPINATO, FRANCIS CESIDIO",H,NY,18.0,REP,CHALLENGER,700.0,37136.38,0,0.0,431.68,250.0,450.0,700.0,NY-18.0,6.0,8.0,8.0
776,H6NY18179,"CASTRICONE, DAN",H,NY,18.0,REP,CHALLENGER,11135.0,20789.43,0,0.0,2845.57,6750.0,4360.0,11110.0,NY-18.0,7.0,6.0,6.0
1042,H6NY18229,"HIRD, DIANA",H,NY,18.0,DEM,CHALLENGER,9405.84,9874.83,0,0.0,0.0,5650.0,3755.84,9405.84,NY-18.0,8.0,7.0,7.0
1435,H6NY19243,"TEACHOUT, ZEPHYR",H,NY,19.0,DEM,OPEN,3863998.21,2392048.9,0,0.0,1471949.31,1592361.28,2002133.64,3594494.92,NY-19.0,1.0,1.0,2.0
299,H6NY19169,"FASO, JOHN J. MR.",H,NY,19.0,REP,OPEN,2601324.76,2332231.0,1,0.0,297574.08,2096070.63,129818.07,2225888.7,NY-19.0,2.0,2.0,1.0
1504,H6NY19193,"HEANEY, ANDREW",H,NY,19.0,REP,OPEN,1329547.8,1774030.48,0,0.0,329.61,1359602.63,18775.61,1378378.24,NY-19.0,3.0,4.0,3.0
1637,H6NY19235,"YANDIK, WILL",H,NY,19.0,DEM,OPEN,400496.61,399804.24,0,0.0,0.0,352123.32,79253.29,431376.61,NY-19.0,4.0,3.0,4.0
1456,H6NY19227,"BISHOP, BOB",H,NY,19.0,REP,OPEN,35690.0,35690.0,0,0.0,0.0,30250.0,5940.0,36190.0,NY-19.0,5.0,5.0,6.0
1531,H6NY19219,"LOPEZ, PETER D",H,NY,19.0,REP,OPEN,34495.0,17352.55,0,0.0,17142.45,50150.0,2945.0,53095.0,NY-19.0,6.0,6.0,5.0
158,H8NY21203,"TONKO, PAUL DAVID",H,NY,20.0,DEM,INCUMBENT,1104630.52,502944.3,1,456698.26,739230.55,294967.05,125089.19,420056.24,NY-20.0,1.0,1.0,1.0
274,H4NY21079,"STEFANIK, ELISE M.",H,NY,21.0,REP,INCUMBENT,2626671.55,2209139.96,1,22557.71,753432.95,1120057.7,153037.2,1273094.9,NY-21.0,1.0,1.0,1.0
478,H6NY21132,"DERRICK, WILLIAM MIKE",H,NY,21.0,DEM,CHALLENGER,1161425.26,1099844.18,0,0.0,61581.08,879947.63,126814.49,1006762.12,NY-21.0,2.0,2.0,2.0
494,H4NY21111,"FUNICIELLO, MATTHEW J",H,NY,21.0,GRE,CHALLENGER,13899.38,6385.92,0,50.0,7563.46,13399.38,0.0,13399.38,NY-21.0,3.0,3.0,3.0
1345,H6NY22148,"BABINEC, MARTIN",H,NY,22.0,IND,OPEN,17488.57,2463270.81,0,0.0,304217.76,15350.0,2248.57,17598.57,NY-22.0,1.0,5.0,5.0
1407,H6NY22130,"MYERS, KIM",H,NY,22.0,DEM,OPEN,938925.45,1235222.75,0,0.0,238202.7,500658.41,77764.42,578422.83,NY-22.0,2.0,1.0,1.0
